name,common_name
http://bio2rdf.org/drugbank:DB01483,Barbital
http://bio2rdf.org/drugbank:DB01496,Barbituric acid derivative
http://bio2rdf.org/drugbank:DB01497,Etorphine
http://bio2rdf.org/drugbank:DB01505,Etoxeridine
http://bio2rdf.org/drugbank:DB01511,Delorazepam
http://bio2rdf.org/drugbank:DB01520,Tenocyclidine
http://bio2rdf.org/drugbank:DB01535,Carfentanil
http://bio2rdf.org/drugbank:DB01541,Boldenone
http://bio2rdf.org/drugbank:DB01544,Flunitrazepam
http://bio2rdf.org/drugbank:DB01545,Ethyl loflazepate
http://bio2rdf.org/drugbank:DB01546,Alpha-ethyltryptamine
http://bio2rdf.org/drugbank:DB01548,Diprenorphine
http://bio2rdf.org/drugbank:DB01553,Cloxazolam
http://bio2rdf.org/drugbank:DB01558,Bromazepam
http://bio2rdf.org/drugbank:DB01559,Clotiazepam
http://bio2rdf.org/drugbank:DB01564,Calusterone
http://bio2rdf.org/drugbank:DB01565,Dihydromorphine
http://bio2rdf.org/drugbank:DB01567,Fludiazepam
http://bio2rdf.org/drugbank:DB01576,Dextroamphetamine
http://bio2rdf.org/drugbank:DB01577,Methamphetamine
http://bio2rdf.org/drugbank:DB01580,Oxprenolol
http://bio2rdf.org/drugbank:DB01582,Sulfamethazine
http://bio2rdf.org/drugbank:DB01586,Ursodeoxycholic acid
http://bio2rdf.org/drugbank:DB01587,Ketazolam
http://bio2rdf.org/drugbank:DB01588,Prazepam
http://bio2rdf.org/drugbank:DB01589,Quazepam
http://bio2rdf.org/drugbank:DB01590,Everolimus
http://bio2rdf.org/drugbank:DB01591,Solifenacin
http://bio2rdf.org/drugbank:DB01594,Cinolazepam
http://bio2rdf.org/drugbank:DB01595,Nitrazepam
http://bio2rdf.org/drugbank:DB01598,Imipenem
http://bio2rdf.org/drugbank:DB01599,Probucol
http://bio2rdf.org/drugbank:DB01601,Lopinavir
http://bio2rdf.org/drugbank:DB01603,Meticillin
http://bio2rdf.org/drugbank:DB01608,Propericiazine
http://bio2rdf.org/drugbank:DB01609,Deferasirox
http://bio2rdf.org/drugbank:DB01611,Hydroxychloroquine
http://bio2rdf.org/drugbank:DB01614,Acepromazine
http://bio2rdf.org/drugbank:DB01618,Molindone
http://bio2rdf.org/drugbank:DB01622,Thioproperazine
http://bio2rdf.org/drugbank:DB01624,Zuclopenthixol
http://bio2rdf.org/drugbank:DB01632,Alpha-Phosphoribosylpyrophosphoric Acid
http://bio2rdf.org/drugbank:DB01643,Thymidine-5\'-Phosphate
http://bio2rdf.org/drugbank:DB01645,Genistein
http://bio2rdf.org/drugbank:DB01656,Roflumilast
http://bio2rdf.org/drugbank:DB01660,Adenosine-5\'-Diphosphate Monothiophosphate
http://bio2rdf.org/drugbank:DB01677,Fumarate
http://bio2rdf.org/drugbank:DB01686,"N,N-dimethylarginine"
http://bio2rdf.org/drugbank:DB01694,D-tartaric acid
http://bio2rdf.org/drugbank:DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid"
http://bio2rdf.org/drugbank:DB01708,Dehydroepiandrosterone
http://bio2rdf.org/drugbank:DB01717,Bis(Adenosine)-5\'-Pentaphosphate
http://bio2rdf.org/drugbank:DB01727,Isocitric Acid
http://bio2rdf.org/drugbank:DB01728,"3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol"
http://bio2rdf.org/drugbank:DB01731,(S)-Wiskostatin
http://bio2rdf.org/drugbank:DB01752,S-Adenosyl-L-Homocysteine
http://bio2rdf.org/drugbank:DB01769,Double Oxidized Cysteine
http://bio2rdf.org/drugbank:DB01790,"Sp-Adenosine-3\',5\'-Cyclic-Monophosphorothioate"
http://bio2rdf.org/drugbank:DB01791,Piclamilast
http://bio2rdf.org/drugbank:DB01812,Adenosine-3\'-5\'-Diphosphate
http://bio2rdf.org/drugbank:DB01819,Phosphoenolpyruvate
http://bio2rdf.org/drugbank:DB01821,"L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide"
http://bio2rdf.org/drugbank:DB01833,L-2-Amino-4-(Guanidinooxy)Butyric Acid
http://bio2rdf.org/drugbank:DB01839,"1,2-Propanediol"
http://bio2rdf.org/drugbank:DB01841,"4,6-Dideoxyglucose"
http://bio2rdf.org/drugbank:DB01863,"Inositol 1,3,4,5-Tetrakisphosphate"
http://bio2rdf.org/drugbank:DB01867,
http://bio2rdf.org/drugbank:DB01873,Epothilone D
http://bio2rdf.org/drugbank:DB01892,Hyperforin
http://bio2rdf.org/drugbank:DB01904,D-Xylitol
http://bio2rdf.org/drugbank:DB01915,S-Hydroxycysteine
http://bio2rdf.org/drugbank:DB01927,Duroquinone
http://bio2rdf.org/drugbank:DB01942,Formic Acid
http://bio2rdf.org/drugbank:DB01943,
http://bio2rdf.org/drugbank:DB01954,4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]-2-Pyrrolidinone
http://bio2rdf.org/drugbank:DB01955,"1,4-Butanediol"
http://bio2rdf.org/drugbank:DB01962,Phosphonotyrosine
http://bio2rdf.org/drugbank:DB01972,Guanosine-5\'-Monophosphate
http://bio2rdf.org/drugbank:DB01973,O-Benzylsulfonyl-Serine
http://bio2rdf.org/drugbank:DB01987,Thiamin Diphosphate
http://bio2rdf.org/drugbank:DB01992,Coenzyme A
http://bio2rdf.org/drugbank:DB01997,3-Bromo-7-Nitroindazole
http://bio2rdf.org/drugbank:DB01998,"2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol"
http://bio2rdf.org/drugbank:DB02007,Alpha-D-Glucose-6-Phosphate
http://bio2rdf.org/drugbank:DB02010,Staurosporine
http://bio2rdf.org/drugbank:DB02027,N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N\'-Nitroguanidine
http://bio2rdf.org/drugbank:DB02032,1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid
http://bio2rdf.org/drugbank:DB02044,N-(3-(Aminomethyl)Benzyl)Acetamidine
http://bio2rdf.org/drugbank:DB02048,"1,2,4-Triazole-Carboxamidine"
http://bio2rdf.org/drugbank:DB02052,Indirubin-3\'-Monoxime
http://bio2rdf.org/drugbank:DB02058,SU4984
http://bio2rdf.org/drugbank:DB02059,Adenosine-5-Diphosphoribose
http://bio2rdf.org/drugbank:DB02076,6-Phosphogluconic Acid
http://bio2rdf.org/drugbank:DB02077,L-N(Omega)-Nitroarginine-(4r)-Amino-L-Proline Amide
http://bio2rdf.org/drugbank:DB02078,1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane
http://bio2rdf.org/drugbank:DB02080,"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene"
http://bio2rdf.org/drugbank:DB02093,5-Phospho-D-Arabinohydroxamic Acid
http://bio2rdf.org/drugbank:DB02120,"6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol"
http://bio2rdf.org/drugbank:DB02141,"S,S\'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"
http://bio2rdf.org/drugbank:DB02142,Pyridoxamine-5\'-Phosphate
http://bio2rdf.org/drugbank:DB02153,3-Sulfinoalanine
http://bio2rdf.org/drugbank:DB02175,Malonic acid
http://bio2rdf.org/drugbank:DB02196,Uridine-Diphosphate-N-Acetylgalactosamine
http://bio2rdf.org/drugbank:DB02207,7-Nitroindazole
http://bio2rdf.org/drugbank:DB02210,"Hexane-1,6-Diol"
http://bio2rdf.org/drugbank:DB02234,Ethylisothiourea
http://bio2rdf.org/drugbank:DB02235,Methionine Sulfoxide
http://bio2rdf.org/drugbank:DB02262,Orotic Acid
http://bio2rdf.org/drugbank:DB02266,Flufenamic Acid
http://bio2rdf.org/drugbank:DB02300,Calcipotriol
http://bio2rdf.org/drugbank:DB02315,Cyclic Guanosine Monophosphate
http://bio2rdf.org/drugbank:DB02320,1-N-Acetyl-Beta-D-Glucosamine
http://bio2rdf.org/drugbank:DB02333,Deoxyuridine-5\'-Triphosphate
http://bio2rdf.org/drugbank:DB02335,2-Aminothiazoline
http://bio2rdf.org/drugbank:DB02338,Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate
http://bio2rdf.org/drugbank:DB02341,"Mdl 101,146"
http://bio2rdf.org/drugbank:DB02342,2-Methoxyestradiol
http://bio2rdf.org/drugbank:DB02377,Guanine
http://bio2rdf.org/drugbank:DB02379,Beta-D-Glucose
http://bio2rdf.org/drugbank:DB02395,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol"
http://bio2rdf.org/drugbank:DB02400,"5-Methoxy-1,2-Dimethyl-3-(4-Nitrophenoxymethyl)Indole-4,7-Dione"
http://bio2rdf.org/drugbank:DB02431,Cytidine-5\'-Triphosphate
http://bio2rdf.org/drugbank:DB02451,
http://bio2rdf.org/drugbank:DB02452,Thymidine-5\'-Triphosphate
http://bio2rdf.org/drugbank:DB02467,S-Oxymethionine
http://bio2rdf.org/drugbank:DB02482,Phosphonothreonine
http://bio2rdf.org/drugbank:DB02491,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine
http://bio2rdf.org/drugbank:DB02494,Alpha-Hydroxy-Beta-Phenyl-Propionic Acid
http://bio2rdf.org/drugbank:DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid"
http://bio2rdf.org/drugbank:DB02512,"1,6-Fructose Diphosphate (Linear Form)"
http://bio2rdf.org/drugbank:DB02515,3-Phosphoglycerol
http://bio2rdf.org/drugbank:DB02527,Cyclic Adenosine Monophosphate
http://bio2rdf.org/drugbank:DB02530,Gamma(Amino)-Butyric Acid
http://bio2rdf.org/drugbank:DB02546,Vorinostat
http://bio2rdf.org/drugbank:DB02548,Sorbitol 6-phosphate
http://bio2rdf.org/drugbank:DB02552,Geranyl Diphosphate
http://bio2rdf.org/drugbank:DB02580,1-(2-Methoxy-Ethoxy)-2-{2-[2-(2-Methoxy-Ethoxy]-Ethoxy}-Ethane
http://bio2rdf.org/drugbank:DB02587,Forskolin
http://bio2rdf.org/drugbank:DB02589,Se-Ethyl-Isoselenourea
http://bio2rdf.org/drugbank:DB02596,"Alpha,Beta-Methyleneadenosine-5\'-Triphosphate"
http://bio2rdf.org/drugbank:DB02615,Compound 19
http://bio2rdf.org/drugbank:DB02634,
http://bio2rdf.org/drugbank:DB02637,Oxaloacetate Ion
http://bio2rdf.org/drugbank:DB02638,Terlipressin
http://bio2rdf.org/drugbank:DB02659,Cholic Acid
http://bio2rdf.org/drugbank:DB02660,Filaminast
http://bio2rdf.org/drugbank:DB02679,Cyanamide
http://bio2rdf.org/drugbank:DB02687,
http://bio2rdf.org/drugbank:DB02692,"(6r,1\'r,2\'s)-5,6,7,8 Tetrahydrobiopterin"
http://bio2rdf.org/drugbank:DB02701,Nicotinamide
http://bio2rdf.org/drugbank:DB02709,Resveratrol
http://bio2rdf.org/drugbank:DB02715,Compound 18
http://bio2rdf.org/drugbank:DB02726,2-Phosphoglycolic Acid
http://bio2rdf.org/drugbank:DB02733,Purvalanol
http://bio2rdf.org/drugbank:DB02737,
http://bio2rdf.org/drugbank:DB02740,3-Indolebutyric Acid
http://bio2rdf.org/drugbank:DB02761,S-Mercaptocysteine
http://bio2rdf.org/drugbank:DB02763,5-Mercapto-2-Nitro-Benzoic Acid
http://bio2rdf.org/drugbank:DB02772,Sucrose
http://bio2rdf.org/drugbank:DB02779,Dodecane-Trimethylamine
http://bio2rdf.org/drugbank:DB02843,Alpha-D-Glucose-1-Phosphate
http://bio2rdf.org/drugbank:DB02899,N-Carboxymethionine
http://bio2rdf.org/drugbank:DB02901,Dihydrotestosterone
http://bio2rdf.org/drugbank:DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine"
http://bio2rdf.org/drugbank:DB02925,Piretanide
http://bio2rdf.org/drugbank:DB02930,Phosphothiophosphoric Acid-Adenylate Ester
http://bio2rdf.org/drugbank:DB02944,
http://bio2rdf.org/drugbank:DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane"
http://bio2rdf.org/drugbank:DB02994,Hydroxydimethylarsine Oxide
http://bio2rdf.org/drugbank:DB02998,Methyltrienolone
http://bio2rdf.org/drugbank:DB03010,Epothilone B
http://bio2rdf.org/drugbank:DB03014,
http://bio2rdf.org/drugbank:DB03026,Phosphoglycolohydroxamic Acid
http://bio2rdf.org/drugbank:DB03033,1-Methyloxy-4-Sulfone-Benzene
http://bio2rdf.org/drugbank:DB03042,5-Phosphoarabinonic Acid
http://bio2rdf.org/drugbank:DB03059,Acetoacetyl-Coenzyme A
http://bio2rdf.org/drugbank:DB03065,7-Nitroindazole-2-Carboxamidine
http://bio2rdf.org/drugbank:DB03085,Hydroxyacetic Acid
http://bio2rdf.org/drugbank:DB03088,Pyroglutamic Acid
http://bio2rdf.org/drugbank:DB03100,6-Nitroindazole
http://bio2rdf.org/drugbank:DB03127,Benzamidine
http://bio2rdf.org/drugbank:DB03130,S-P-Nitrobenzyloxycarbonylglutathione
http://bio2rdf.org/drugbank:DB03131,
http://bio2rdf.org/drugbank:DB03144,N-Omega-Hydroxy-L-Arginine
http://bio2rdf.org/drugbank:DB03147,Flavin adenine dinucleotide
http://bio2rdf.org/drugbank:DB03152,B-2-Octylglucoside
http://bio2rdf.org/drugbank:DB03203,Sphingosine
http://bio2rdf.org/drugbank:DB03205,Pyrroloquinoline Quinone
http://bio2rdf.org/drugbank:DB03206,1-Deoxynojirimycin
http://bio2rdf.org/drugbank:DB03222,2\'-Deoxyadenosine 5\'-Triphosphate
http://bio2rdf.org/drugbank:DB03247,Riboflavin Monophosphate
http://bio2rdf.org/drugbank:DB03256,"5-Formyl-5,6,7,8-Tetrahydrofolate"
http://bio2rdf.org/drugbank:DB03261,
http://bio2rdf.org/drugbank:DB03280,P1-(5\'-Adenosyl)P5-(5\'-Thymidyl)Pentaphosphate
http://bio2rdf.org/drugbank:DB03297,Benzylsulfinic Acid
http://bio2rdf.org/drugbank:DB03305,N5-Iminoethyl-L-Ornithine
http://bio2rdf.org/drugbank:DB03309,N-Cyclohexyltaurine
http://bio2rdf.org/drugbank:DB03313,Cephalosporin C
http://bio2rdf.org/drugbank:DB03314,Fluorotryptophane
http://bio2rdf.org/drugbank:DB03316,"1,4-Diethylene Dioxide"
http://bio2rdf.org/drugbank:DB03317,Heme C
http://bio2rdf.org/drugbank:DB03323,Maltose
http://bio2rdf.org/drugbank:DB03330,S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione
http://bio2rdf.org/drugbank:DB03332,"5,6-Cyclic-Tetrahydropteridine"
http://bio2rdf.org/drugbank:DB03345,Beta-Mercaptoethanol
http://bio2rdf.org/drugbank:DB03374,"3,5-Diiodotyrosine"
http://bio2rdf.org/drugbank:DB03381,Hexadecanal
http://bio2rdf.org/drugbank:DB03382,S-Oxy Cysteine
http://bio2rdf.org/drugbank:DB03385,4-Methylimidazole
http://bio2rdf.org/drugbank:DB03389,alpha-D-Xylopyranose
http://bio2rdf.org/drugbank:DB03397,Uridine-Diphosphate-N-Acetylglucosamine
http://bio2rdf.org/drugbank:DB03401,"D-Myo-Inositol-1,4,5-Triphosphate"
http://bio2rdf.org/drugbank:DB03403,Cytidine-5\'-Monophosphate
http://bio2rdf.org/drugbank:DB03413,Deoxyuridine-5\'-Diphosphate
http://bio2rdf.org/drugbank:DB03419,Uracil
http://bio2rdf.org/drugbank:DB03431,
http://bio2rdf.org/drugbank:DB03435,Uridine-5\'-Diphosphate
http://bio2rdf.org/drugbank:DB03451,"1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3"
http://bio2rdf.org/drugbank:DB03461,2\'-Monophosphoadenosine 5\'-Diphosphoribose
http://bio2rdf.org/drugbank:DB03496,Flavopiridol
http://bio2rdf.org/drugbank:DB03499,Malate Ion
http://bio2rdf.org/drugbank:DB03541,"10-Propargyl-5,8-Dideazafolic Acid"
http://bio2rdf.org/drugbank:DB03568,Butanoic Acid
http://bio2rdf.org/drugbank:DB03600,Decanoic Acid
http://bio2rdf.org/drugbank:DB03602,S-Benzyl-Glutathione
http://bio2rdf.org/drugbank:DB03606,(S)-Rolipram
http://bio2rdf.org/drugbank:DB03615,Ribostamycin
http://bio2rdf.org/drugbank:DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione"
http://bio2rdf.org/drugbank:DB03661,Cysteinesulfonic Acid
http://bio2rdf.org/drugbank:DB03674,Methyl Mercury Ion
http://bio2rdf.org/drugbank:DB03684,
http://bio2rdf.org/drugbank:DB03685,Uridine-5\'-Monophosphate
http://bio2rdf.org/drugbank:DB03707,S-Ethyl-N-Phenyl-Isothiourea
http://bio2rdf.org/drugbank:DB03721,O-Sialic Acid
http://bio2rdf.org/drugbank:DB03740,2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose
http://bio2rdf.org/drugbank:DB03742,Compound 4-D
http://bio2rdf.org/drugbank:DB03751,2\'deoxy-Thymidine-5\'-Diphospho-Alpha-D-Glucose
http://bio2rdf.org/drugbank:DB03754,Tris(Hydroxymethyl)Aminomethane
http://bio2rdf.org/drugbank:DB03758,Radicicol
http://bio2rdf.org/drugbank:DB03793,Benzoic Acid
http://bio2rdf.org/drugbank:DB03796,Palmitic Acid
http://bio2rdf.org/drugbank:DB03800,2\'-deoxyuridylic acid
http://bio2rdf.org/drugbank:DB03801,Lysine Nz-Carboxylic Acid
http://bio2rdf.org/drugbank:DB03802,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol"
http://bio2rdf.org/drugbank:DB03814,2-(N-Morpholino)-Ethanesulfonic Acid
http://bio2rdf.org/drugbank:DB03847,Gamma-Carboxy-Glutamic Acid
http://bio2rdf.org/drugbank:DB03849,Cis-4-Cyano-4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]Cyclohexanecarboxylic Acid
http://bio2rdf.org/drugbank:DB03880,Batimastat
http://bio2rdf.org/drugbank:DB03884,3-Phenylpyruvic Acid
http://bio2rdf.org/drugbank:DB03900,2-Methyl-2-Propanol
http://bio2rdf.org/drugbank:DB03904,Urea
http://bio2rdf.org/drugbank:DB03909,"Adenosine-5\'-[Beta, Gamma-Methylene]Triphosphate"
http://bio2rdf.org/drugbank:DB03910,"S,S\'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"
http://bio2rdf.org/drugbank:DB03918,"6s-5,6,7,8-Tetrahydrobiopterin"
http://bio2rdf.org/drugbank:DB03925,ONO-6818
http://bio2rdf.org/drugbank:DB03929,D-Serine
http://bio2rdf.org/drugbank:DB03937,Erythose-4-Phosphate
http://bio2rdf.org/drugbank:DB03940,Oxamic Acid
http://bio2rdf.org/drugbank:DB03944,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One"
http://bio2rdf.org/drugbank:DB03959,"N,O6-Disulfo-Glucosamine"
http://bio2rdf.org/drugbank:DB03963,S-(Dimethylarsenic)Cysteine
http://bio2rdf.org/drugbank:DB03965,
http://bio2rdf.org/drugbank:DB03974,L-Homoarginine
http://bio2rdf.org/drugbank:DB03975,Mercuribenzoic Acid
http://bio2rdf.org/drugbank:DB03976,Phosphorylisopropane
http://bio2rdf.org/drugbank:DB03991,"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid"
http://bio2rdf.org/drugbank:DB04018,S-Isopropyl-Isothiourea
http://bio2rdf.org/drugbank:DB04077,Glycerol
http://bio2rdf.org/drugbank:DB04079,"Heptane-1,2,3-Triol"
http://bio2rdf.org/drugbank:DB04083,N\'-Pyridoxyl-Lysine-5\'-Monophosphate
http://bio2rdf.org/drugbank:DB04090,"2,5-Diaziridin-1-Yl-3-(Hydroxymethyl)-6-Methylcyclohexa-2,5-Diene-1,4-Dione"
http://bio2rdf.org/drugbank:DB04099,Deamido-Nad+
http://bio2rdf.org/drugbank:DB04132,S-Hexylglutathione
http://bio2rdf.org/drugbank:DB04137,Guanosine-5\'-Triphosphate
http://bio2rdf.org/drugbank:DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol"
http://bio2rdf.org/drugbank:DB04147,Lauryl Dimethylamine-N-Oxide
http://bio2rdf.org/drugbank:DB04149,(R)-Rolipram
http://bio2rdf.org/drugbank:DB04160,Diphosphate
http://bio2rdf.org/drugbank:DB04184,
http://bio2rdf.org/drugbank:DB04185,Norvaline
http://bio2rdf.org/drugbank:DB04216,Quercetin
http://bio2rdf.org/drugbank:DB04223,Nitroarginine
http://bio2rdf.org/drugbank:DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane
http://bio2rdf.org/drugbank:DB04258,Seocalcitol
http://bio2rdf.org/drugbank:DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid
http://bio2rdf.org/drugbank:DB04272,Citric Acid
http://bio2rdf.org/drugbank:DB04299,Maleic Acid
http://bio2rdf.org/drugbank:DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
http://bio2rdf.org/drugbank:DB04315,Guanosine-5\'-Diphosphate
http://bio2rdf.org/drugbank:DB04326,"1,3-Dihydroxyacetonephosphate"
http://bio2rdf.org/drugbank:DB04355,Uridine-5\'-Monophosphate Glucopyranosyl-Monophosphateester
http://bio2rdf.org/drugbank:DB04395,Phosphoaminophosphonic Acid-Adenylate Ester
http://bio2rdf.org/drugbank:DB04399,
http://bio2rdf.org/drugbank:DB04400,"7,8-Dihydrobiopterin"
http://bio2rdf.org/drugbank:DB04402,
http://bio2rdf.org/drugbank:DB04419,Norleucine
http://bio2rdf.org/drugbank:DB04444,Tetrafluoroaluminate Ion
http://bio2rdf.org/drugbank:DB04447,"1,4-Dithiothreitol"
http://bio2rdf.org/drugbank:DB04450,Heptyl 1-Thiohexopyranoside
http://bio2rdf.org/drugbank:DB04454,Alpha-Aminobutyric Acid
http://bio2rdf.org/drugbank:DB04464,N-Formylmethionine
http://bio2rdf.org/drugbank:DB04465,Lactose
http://bio2rdf.org/drugbank:DB04471,"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol"
http://bio2rdf.org/drugbank:DB04485,Deoxythymidine
http://bio2rdf.org/drugbank:DB04493,Fructose-6-Phosphate
http://bio2rdf.org/drugbank:DB04510,3-Phosphoglyceric Acid
http://bio2rdf.org/drugbank:DB04522,Phosphonoserine
http://bio2rdf.org/drugbank:DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine"
http://bio2rdf.org/drugbank:DB04534,5-Nitroindazole
http://bio2rdf.org/drugbank:DB04551,"Fructose-1,6-Diphosphate"
http://bio2rdf.org/drugbank:DB04552,Niflumic Acid
http://bio2rdf.org/drugbank:DB04555,Cytidine-5\'-Diphosphate
http://bio2rdf.org/drugbank:DB04558,Phenylmercury
http://bio2rdf.org/drugbank:DB04559,N-(Chlorophenyl)-N\'-Hydroxyguanidine
http://bio2rdf.org/drugbank:DB04566,Inosinic Acid
http://bio2rdf.org/drugbank:DB04570,Latamoxef
http://bio2rdf.org/drugbank:DB04572,Thiotepa
http://bio2rdf.org/drugbank:DB04573,Estriol
http://bio2rdf.org/drugbank:DB04575,Quinestrol
http://bio2rdf.org/drugbank:DB04590,(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID
http://bio2rdf.org/drugbank:DB04593,3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID
http://bio2rdf.org/drugbank:DB04599,Aniracetam
http://bio2rdf.org/drugbank:DB04606,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE)
http://bio2rdf.org/drugbank:DB04630,Aldosterone
http://bio2rdf.org/drugbank:DB04646,Dibromothymoquinone
http://bio2rdf.org/drugbank:DB04652,"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE"
http://bio2rdf.org/drugbank:DB04655,"METOPRINE, METHODICHLOROPHEN"
http://bio2rdf.org/drugbank:DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
http://bio2rdf.org/drugbank:DB04707,HYDROXYFASUDIL
http://bio2rdf.org/drugbank:DB04714,ISOPENTENYL PYROPHOSPHATE
http://bio2rdf.org/drugbank:DB04716,"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE"
http://bio2rdf.org/drugbank:DB04743,Nimesulide
http://bio2rdf.org/drugbank:DB04751,Purvalanol A
http://bio2rdf.org/drugbank:DB04758,2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)
http://bio2rdf.org/drugbank:DB04767,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID
http://bio2rdf.org/drugbank:DB04786,Suramin
http://bio2rdf.org/drugbank:DB04796,Inecalcitol
http://bio2rdf.org/drugbank:DB04799,"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole"
http://bio2rdf.org/drugbank:DB04818,Iproniazid
http://bio2rdf.org/drugbank:DB04821,Nomifensine
http://bio2rdf.org/drugbank:DB04830,Buformin
http://bio2rdf.org/drugbank:DB04832,Zimelidine
http://bio2rdf.org/drugbank:DB04833,Methaqualone
http://bio2rdf.org/drugbank:DB04836,Amineptine
http://bio2rdf.org/drugbank:DB04839,Cyproterone acetate
http://bio2rdf.org/drugbank:DB04840,Debrisoquin
http://bio2rdf.org/drugbank:DB04841,Flunarizine
http://bio2rdf.org/drugbank:DB04842,Fluspirilene
http://bio2rdf.org/drugbank:DB04844,Tetrabenazine
http://bio2rdf.org/drugbank:DB04846,
http://bio2rdf.org/drugbank:DB04855,Dronedarone
http://bio2rdf.org/drugbank:DB04861,Nebivolol
http://bio2rdf.org/drugbank:DB04868,Nilotinib
http://bio2rdf.org/drugbank:DB04878,Voglibose
http://bio2rdf.org/drugbank:DB04880,Enoximone
http://bio2rdf.org/drugbank:DB04884,Dapoxetine
http://bio2rdf.org/drugbank:DB04885,Cilansetron
http://bio2rdf.org/drugbank:DB04889,Bicifadine
http://bio2rdf.org/drugbank:DB04894,Vapreotide
http://bio2rdf.org/drugbank:DB04896,Milnacipran
http://bio2rdf.org/drugbank:DB04920,Clevidipine
http://bio2rdf.org/drugbank:DB04924,Itopride
